Player name ,Nation,Position,Squad,Compition,Age,Born year,Match played,Starts,MIn,90s,Goal,Assist,Goal + Assist,Goal+Penalty kick,Penalty Kick,Penalty Kick Attempted,Yellow Card,Red Card,Expected Goal,Non-penalty Expected Goal,Expected Assisted Goal,Non-penalty Expected Goal + Expected Assisted Goal,Progressive Carries,Progressive Passes,Progressive Passes Receive
Roland Sallai,HUN,"MF,FW",Freiburg,Bundesliga,25-310,1997,13,7,632,7,1.7,4,1.7,0.5,0,0,2.2,0,13,10,45,,,,
Yoann Salmier,GUF,DF,Troyes,Ligue 1,30-127,1992,26,26,"2,237",24.9,1,1,1,4,0,0,1,0,1.1,1.1,0.4,1.5,17,97,7
Salvi,ESP,"FW,MF",Rayo Vallecano,La Liga,31-363,1991,15,3,316,3.5,0.2,2,0.2,0.5,0,0,0.8,0,17,9,34,,,,
Lazar Samardzic,SRB,MF,Udinese,Serie A,21-032,2002,26,9,"1,049",11.7,4,3,7,4,0,0,2,0,2,2.6,4.6,68,22,38,0.26
Diadie Samassékou,MLI,"MF,FW",Hoffenheim,Bundesliga,27-076,1996,2,1,34,0.4,,1,1,1,0,0,,0,0,0,0,0,0,,
Mama Samba Baldé,GNB,FW,Troyes,Ligue 1,27-142,1995,25,23,"1,949",21.7,10,3,13,9,0.43,0.34,1,0.47,8.2,1,5,2,39,7.4,1.9
Brice Samba,FRA,GK,Lens,Ligue 1,28-337,1994,28,28,"2,520",28,0,1,1,0,0,0,0,0,0,0,0,,0,0,0
Albert Sambi Lokonga,BEL,MF,Arsenal,Premier League,23-157,1999,6,2,198,2.2,,12,2,,0,0,,0,0,,,0,0,,
Albert Sambi Lokonga,BEL,MF,Crystal Palace,Premier League,23-157,1999,7,5,466,5.2,2,1,17,2,0,0,,0,0,,,0,,,
Junior Sambia,FRA,DF,Salernitana,Serie A,26-202,1996,16,5,507,5.6,0.5,3,0.5,0.9,0,0,1.3,0,18,25,25,,,,
Samuel,BRA,"FW,MF",Valencia,La Liga,23-095,1999,26,24,"2,077",23.1,2,1,3,2,0,0,3,0,5.2,5.2,1.2,6.4,98,66,182
Fede San Emeterio,ESP,MF,Cádiz,La Liga,26-012,1997,22,15,"1,164",12.9,0.2,7,0.2,0.2,0,0,22,0,1,5,0.01,0.01,0.01,0.01,0
Antonio Sanabria,PAR,FW,Torino,Serie A,27-024,1996,22,17,"1,538",17.1,7,2,9,6,0,0.45,1,0.33,6.4,1,4,5.6,9,2.1,7.7
Leandro Sanca,POR,"FW,MF",Spezia,Serie A,23-083,2000,4,32,0.4,3,1,,,,0,0,,0,0,0,0,0,,,0
Oihan Sancet,ESP,MF,Athletic Club,La Liga,22-337,2000,25,23,"1,746",19.4,8,8,7,1,0,0,1,0.31,4.8,2,1,4,61,2,6
Renato Sanches,POR,MF,Paris S-G,Ligue 1,25-222,1997,16,3,462,5.1,2,2,2,0.7,0,0,1.1,0,0.7,1.8,40,20,16,,
Alexis Sánchez,CHI,FW,Marseille,Ligue 1,34-099,1988,25,22,"1,892",21,12,1,13,10,0,0.56,2,0.35,9.7,3,2,7.4,27,4.4,11.8
Antonio Sánchez,ESP,MF,Mallorca,La Liga,26-086,1997,21,7,688,7.6,0.5,4,0.5,0.5,0,0,1,0,17,27,40,,,,
Davinson Sánchez,COL,DF,Tottenham,Premier League,26-289,1996,13,6,573,6.4,0.3,1,0.3,0.1,0,0,0.4,0,4,25,3,,,,
Iván Sánchez,ESP,"MF,FW",Valladolid,La Liga,30-186,1992,21,13,"1,034",11.5,1,1,1,0.7,0,0,1.4,0,0.7,2.1,54,48,48,0.09,0.09
Javi Sánchez,ESP,DF,Valladolid,La Liga,26-014,1997,22,21,"1,775",19.7,1,1,1,10,0,0,0.6,0,0.6,0.1,0.7,56,17,4,0.05
Manuel Sánchez,ESP,DF,Osasuna,La Liga,22-216,2000,20,12,"1,214",13.5,0.4,1,1,1,0,0,0.4,0,22,1.3,1.7,60,0.03,65,0.07
Robert Sánchez,ESP,GK,Brighton,Premier League,25-130,1997,22,22,"1,980",22,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Jadon Sancho,ENG,"FW,MF",Manchester Utd,Premier League,23-003,2000,14,12,923,10.3,4,1,5,4,0,0,2.6,0,2.6,1.6,4.2,43,42,80,0.1
Alex Sandro,BRA,DF,Juventus,Serie A,32-061,1991,21,17,"1,455",16.2,0.2,1,1,4,0,0,1,0,40,0.2,0.7,0.9,0.01,83,20
Leroy Sané,GER,"MF,FW",Bayern Munich,Bundesliga,27-076,1996,23,15,"1,489",16.5,7,4,11,7,0,0,4,0,5.3,5.3,3.1,8.4,56,106,136
Sidi Sané,GER,FW,Schalke 04,Bundesliga,19-341,2003,1,25,0.3,,,,,,0,0,,0,0,0,0,0,0,0,0
Morgan Sanson,FRA,MF,Aston Villa,Premier League,28-222,1994,2,11,0.1,1,,,,,0,0,,0,0,0,0,0,0,,0
Morgan Sanson,FRA,MF,Strasbourg,Ligue 1,28-222,1994,8,8,562,6.2,1.4,2,2,1,0,0,1.4,0,16,1,2.5,22,,34,
Nicola Sansone,ITA,FW,Bologna,Serie A,31-199,1991,11,5,431,4.8,1,1,1,2,0,0,1.6,0,1.6,1.6,6,42,14,,
Baptiste Santamaria,FRA,MF,Rennes,Ligue 1,28-019,1995,16,14,"1,230",13.7,1,1,1,2,0,0,0.6,0,0.6,0.6,1.2,109,7,16,0.07
Riccardo Saponara,ITA,FW,Fiorentina,Serie A,31-097,1991,22,10,915,10.2,2,2,4,2,0,0,3,0,1.9,1.9,2.9,4.9,42,43,98
Pablo Sarabia,ESP,"FW,MF",Wolves,Premier League,30-321,1992,8,6,515,5.7,1,1,1,2,0,0,2.7,0,2.7,0.7,3.4,26,9,37,
Pablo Sarabia,ESP,"FW,MF",Paris S-G,Ligue 1,30-321,1992,14,3,370,4.1,1.3,1,1.3,1.3,0,0,2.7,0,9,18,37,,,,
Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,22-183,2000,28,17,"1,451",16.1,4,2,6,3,0,0.31,1,0.19,3.9,1,2,3.1,49,2,5.1
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20-285,2002,9,1,176,2,0.3,1,1,1,0,0,0.3,0,5,0.2,0.5,11,,20,
Amin Sarr,SWE,FW,Lyon,Ligue 1,22-017,2001,8,4,412,4.6,1,1,1,1.2,0,0,0.1,0,1.2,1.3,7,32,9,,
Malang Sarr,FRA,DF,Monaco,Ligue 1,24-064,1999,13,8,716,8,5,3,59,2,0,0,,0,0,0,,0,,,
Martin Satriano,URU,FW,Empoli,Serie A,22-036,2001,25,20,"1,617",18,2,1,3,2,0,0,3,0,3.6,3.6,1.2,4.8,28,21,120
Téji Savanier,FRA,MF,Montpellier,Ligue 1,31-096,1991,23,23,"1,977",22,10,2,12,5,0.34,0.13,5,0.52,6.7,5,4,2,39,2.8,4.8
Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31-312,1991,1,1,,,,,,,0,0,,0,0,0,0,0,0,0,0
Stefan Savic,MNE,DF,Atlético Madrid,La Liga,32-079,1991,18,18,"1,583",17.6,0.2,3,2,0.2,0,0,0.2,0,20,67,6,0.01,0.01,0.01,0.01
Joe Scally,USA,DF,M'Gladbach,Bundesliga,20-087,2002,23,21,"1,884",20.9,0.5,1,0.5,1.8,0,0,2.3,0,24,52,53,0.08,0.02,0.11,0.02
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,19-107,2003,21,18,"1,479",16.4,2,2,2,6,0,0,1,0,1,0.1,1.2,106,12,17,0.12
Gianluca Scamacca,ITA,FW,West Ham,Premier League,24-086,1999,16,11,926,10.3,3,3,3,3,0,0,2.5,0,2.5,0.7,3.1,17,13,48,0.29
Gustavo Scarpa,BRA,"MF,FW",Nott'ham Forest,Premier League,29-082,1994,5,2,161,1.8,0.2,1,0.2,0.3,0,0,11,0,8,4,,,,,
Kevin Schade,GER,"FW,MF",Brentford,Premier League,21-121,2001,8,1,192,2.1,0.5,1,1,1,0,0,0.5,0,8,0.5,1,3,,16,
Kevin Schade,GER,"FW,MF",Freiburg,Bundesliga,21-121,2001,8,1,182,2,1,1,1,0.2,0,0,0.2,0,0.2,3,20,,7,,
András Schäfer,HUN,MF,Union Berlin,Bundesliga,23-349,1999,13,9,754,8.4,0.4,0.4,0.2,0.6,0,0,22,0,14,17,,,,,
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,31-098,1991,24,24,"2,143",23.8,1,1,1,4,0,0,3.2,0,3.2,1,4.2,104,21,18,0.04
Derry Scherhant,GER,FW,Hertha BSC,Bundesliga,20-138,2002,7,1,187,2.1,1,1,1,0.2,0,0,0.1,0,0.2,0.3,1,10,3,,
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,27-063,1996,14,10,941,10.5,3,1,4,3,0,0,4.6,0,4.6,0.6,5.1,11,8,68,0.1
Kingsley Schindler,GHA,"DF,MF",Köln,Bundesliga,29-259,1993,20,4,703,7.8,0.9,3,0.9,0.5,0,0,1.4,0,9,32,40,,,,
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,25-181,1997,19,16,"1,466",16.3,1,1,2,1,0,0,2,0,0.3,0.3,0.6,0.9,21,72,11
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25-334,1997,2,14,0.2,,,,,,0,0,,0,0,0,0,0,0,0,0
Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25-334,1997,7,6,557,6.2,1,1,1,3,0,0,1,0,1,0.3,1.2,17,,2,
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,23-117,1999,25,25,"2,184",24.3,4,4,8,4,0,0,3,0,1.6,1.6,1.5,3.1,38,152,13
Jeffrey Schlupp,GHA,"MF,FW",Crystal Palace,Premier League,30-095,1992,27,24,"2,029",22.5,2,2,2,5,0,0,1.8,0,1.8,0.7,2.5,77,23,49,0.09
Kasper Schmeichel,DEN,GK,Nice,Ligue 1,36-143,1986,26,26,"2,340",26,0,0.4,0.4,0.01,0,0,0.01,0,0,0.01,0,,0,0,0
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,23-060,2000,19,11,"1,092",12.1,0.4,3,3,1,0,0,0.4,0,21,1.7,2.1,57,0.03,51,0.25
Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,25-027,1998,17,9,910,10.1,2,2,2,2,0,0,1.4,0,1.4,1.3,2.7,52,22,37,0.2
Benno Schmitz,GER,DF,Köln,Bundesliga,28-131,1994,23,22,"1,816",20.2,1,1,1,4,0,0,0.2,0,0.2,2.3,2.5,106,36,107,0.05
Jerdy Schouten,NED,MF,Bologna,Serie A,26-075,1997,23,19,"1,641",18.2,0.3,2,2,3,0,0,0.3,0,8,1.2,1.5,83,0.02,15,0.11
Perr Schuurs,NED,DF,Torino,Serie A,23-122,1999,21,20,"1,626",18.1,0.4,2,2,4,0,0,0.4,0,8,0.4,0.8,45,0.02,1,0.11
Marvin Schwäbe,GER,GK,Köln,Bundesliga,27-337,1995,25,25,"2,250",25,0,1,0,0,0,0,0,0,0,0,0,,0,0,0
Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30-299,1992,17,17,"1,530",17,0.1,1,0.1,0.1,0,0,0.2,0,0,0.01,0.01,,0,0,0
Demba Seck,SEN,"FW,MF",Torino,Serie A,22-046,2001,14,5,388,4.3,0.4,0.4,0.2,0.6,0,0,12,0,18,35,,,,,
Haris Seferovic,SUI,"FW,MF",Celta Vigo,La Liga,31-034,1992,7,3,316,3.5,1,1,1,1,0,0,1,0,1,0.2,1.3,4,5,16,
Jacopo Segre,ITA,DF,Torino,Serie A,26-039,1997,1,21,0.2,,,,,,0,0,,0,0,0,0,0,0,0,0
Paul Seguin,GER,MF,Union Berlin,Bundesliga,27-364,1995,18,4,633,7,1,3,4,1,0,0,4,0,1.2,1.2,2,3.1,11,37,27
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22-297,2000,20,20,"1,753",19.5,0.1,6,0.1,0.5,0,0,0.6,0,17,45,31,0.02,0.01,0.03,0.01
Davie Selke,GER,FW,Hertha BSC,Bundesliga,28-067,1995,13,3,282,3.1,1,1,2,1,0,0,1,,1.2,1,0.4,0.9,3,1.3,5
Davie Selke,GER,FW,Köln,Bundesliga,28-067,1995,8,4,363,4,1,1,1,1.5,0,0,0.1,0,1.5,1.6,5,16,5,,
Matz Sels,BEL,GK,Strasbourg,Ligue 1,31-030,1992,28,28,"2,520",28,0,2,0.3,0.3,0,0,0.01,0,0,0.01,0.01,,0,0,0
Nélson Semedo,POR,DF,Wolves,Premier League,29-132,1993,26,21,"1,778",19.8,0.3,1,1,8,0,0,1,0,39,0.3,0.6,0.9,0.01,73,101
Vivaldo Semedo,POR,FW,Udinese,Serie A,18-059,2005,1,1,,,,,,,0,0,,0,0,0,0,0,0,0,0
Antoine Semenyo,GHA,"FW,MF",Bournemouth,Premier League,23-080,2000,6,2,233,2.6,0.2,0.2,0.2,5,0,0,11,0,5,,,,,,
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,22-059,2001,1,9,0.1,1,1,,,,0,0,,0,0,0,0,0,,,0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,25-322,1997,23,22,"1,878",20.9,2,2,2,4,0,0,1.2,0,1.2,0.4,1.6,37,5,2,0.1
Stefano Sensi,ITA,MF,Monza,Serie A,27-235,1995,20,17,"1,302",14.5,3,3,3,5,0,0,1.2,0,1.2,1,2.2,124,23,25,0.21
Jaime Seoane,ESP,MF,Getafe,La Liga,26-065,1997,14,2,304,3.4,0.1,0.1,0.3,0.4,0,0,6,0,3,5,,,,,
Luigi Sepe,ITA,GK,Salernitana,Serie A,31-324,1991,17,17,"1,530",17,0,3,0,0,0,0,0,0,0,0,0,,0,0,0
Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25-351,1997,24,22,"1,683",18.7,4,1,5,4,0,0,4,0,1.8,1.8,1.1,3,28,67,40
Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25-241,1997,23,21,"1,782",19.8,1,1,2,1,0,0,7,0,1,1,1.2,2.2,48,50,78
Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22-314,2000,17,9,813,9,2,2,2,4,0,0,1.6,0,1.6,1.1,2.7,22,24,64,0.22
Stephan El Shaarawy,ITA,"DF,MF",Roma,Serie A,30-152,1992,20,7,926,10.3,3,1,4,3,0,0,2,0,3.3,3.3,0.8,4.1,37,40,81
Luke Shaw,ENG,DF,Manchester Utd,Premier League,27-259,1995,22,21,"1,841",20.5,1,2,3,1,0,0,5,0,0.9,0.9,2.8,3.7,47,98,60
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,31-029,1992,3,37,0.4,3,,,,,0,0,,0,0,0,0,0,0,,0
Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,31-029,1992,6,5,441,4.9,0.1,1,0.1,0.3,0,0,0.4,0,1,29,,,,,
Eldor Shomurodov,UZB,FW,Spezia,Serie A,27-272,1995,7,4,356,4,1.4,1,1.4,0.4,0,0,1.9,0,2,11,20,,,,
Eldor Shomurodov,UZB,FW,Roma,Serie A,27-272,1995,6,1,119,1.3,0.6,0.6,0.6,4,0,0,15,0,3,,,0,,,
Kaj Sierhuis,NED,"FW,MF",Reims,Ligue 1,24-335,1998,7,50,0.6,1,1,5,,,0,0,,0,0,0,0,0,,,
Vincent Sierro,SUI,"MF,FW",Toulouse,Ligue 1,27-171,1995,5,66,0.7,1,0.2,0.2,0.1,0.3,0,0,6,0,1,1,,,,,
Kiliann Sildillia,FRA,"DF,MF",Freiburg,Bundesliga,20-316,2002,22,20,"1,741",19.3,0.8,2,2,4,0,0,1,0,18,0.8,0.6,1.5,0.04,67,43
André Silva,POR,FW,RB Leipzig,Bundesliga,27-142,1995,25,18,"1,539",17.1,4,3,7,4,0,0,2,0,8.6,8.6,2.7,11.3,29,33,130
Bernardo Silva,POR,"MF,FW",Manchester City,Premier League,28-230,1994,25,20,"1,784",19.8,4,5,9,4,0,0,3,0,1.6,1.6,2.8,4.4,74,100,157
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25-240,1997,25,23,"2,117",23.5,1,7,8,1,0,0,3,0,0.7,0.7,3.7,4.4,42,141,111
David Silva,ESP,MF,Real Sociedad,La Liga,37-079,1986,19,17,"1,303",14.5,1,4,5,1,0,0,2,0,2.2,2.2,2.7,4.9,44,110,91
Rui Silva,POR,GK,Betis,La Liga,29-049,1994,20,20,"1,800",20,0,2,0,0,0,0,0,0,0,0,0,,0,0,0
Thiago Silva,BRA,DF,Chelsea,Premier League,38-187,1984,21,20,"1,812",20.1,1,2,2,1,0,0,1,0,4,0.4,1.4,82,0.05,1,0.1
Marco Silvestri,ITA,GK,Udinese,Serie A,32-026,1991,27,27,"2,430",27,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Abdallah Sima,SEN,FW,Angers,Ligue 1,21-284,2001,24,15,"1,338",14.9,3,3,3,4,0,0,1.4,0,4,5.4,16,103,27,0.2,0.2
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22-329,2000,16,12,918,10.2,1,1,2,1,0,0,1,0,1,0.4,1.5,62,17,42,0.1
Giovanni Simeone,ARG,FW,Napoli,Serie A,27-266,1995,17,227,2.5,3,3,3,1,0.7,0,0,0.8,0,0.7,1.5,8,23,9,,
Ellis Simms,ENG,FW,Everton,Premier League,22-082,2001,6,1,114,1.3,1,1,1,0.5,0,0,0.5,0,0.5,3,9,,1,,
Eduardo Simões,POR,DF,Hoffenheim,Bundesliga,21-026,2002,4,1,88,1,4,10,,,0,0,,0,0,0,0,0,,,
Moses Simon,NGA,"FW,MF",Nantes,Ligue 1,27-259,1995,24,22,"1,816",20.2,5,3,8,4,0,0.29,1,0.15,3.9,1,3,2.9,98,2.9,5.8
Unai Simón,ESP,GK,Athletic Club,La Liga,25-290,1997,22,22,"1,935",21.5,0,1,2,0,0,0,0,0,0,0,0,,0,0,0
Lassine Sinayoko,MLI,"MF,FW",Auxerre,Ligue 1,23-110,1999,26,14,"1,294",14.4,2.4,2,2,2,0,0,1,0,42,2.4,1.8,4.1,0.16,60,128
Wilfried Singo,CIV,DF,Torino,Serie A,22-093,2000,21,15,"1,390",15.4,2,1,3,2,0,0,3,0,1.4,1.4,1.1,2.5,32,47,65
Luis Sinisterra,COL,FW,Leeds United,Premier League,23-284,1999,13,8,538,6,2,2,2,3,0,0,1,0,1.8,1.8,0.2,2.1,18,21,52
Daley Sinkgraven,NED,"DF,MF",Leverkusen,Bundesliga,27-267,1995,10,4,324,3.6,0.2,1,1,1,0,0,0.2,0,8,1,1.1,8,,17,
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,35-006,1988,6,5,510,5.7,,1,,,0,0,,0,0,0,0,0,0,,
Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20-262,2002,2,17,0.2,,,,,,0,0,,0,0,0,0,0,0,0,0
Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,36-075,1987,1,1,90,1,,,,,0,0,,0,0,0,0,0,0,,0
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,25-152,1997,18,8,869,9.7,0.6,0.6,0.2,0.8,0,0,34,0,9,38,0.02,0.09,0.06,0.06,0.09
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,33-224,1989,21,17,"1,472",16.4,2,2,2,3,0,0,2,0,2,0.8,2.8,73,22,51,0.12
Tim Skarke,GER,"DF,MF",Union Berlin,Bundesliga,26-202,1996,3,53,0.6,1,0.2,0.2,0.2,10,0,0,,0,3,,,,,,
Tim Skarke,GER,"FW,MF",Schalke 04,Bundesliga,26-202,1996,3,3,212,2.4,0.2,0.2,0.4,0.6,0,0,7,0,1,12,,,,,
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27-322,1995,24,24,"2,136",23.7,5,1,6,5,0,0,4,0,3.5,3.5,1.4,4.9,40,124,38
Oliver Skipp,ENG,MF,Tottenham,Premier League,22-193,2000,13,8,646,7.2,1,1,1,5,0,0,0.2,0,0.2,0.4,0.6,35,8,15,
Leo Skiri Østigård,NOR,DF,Napoli,Serie A,23-120,1999,5,2,239,2.7,3,1,9,1,0,0,,0,,,,0,,,
Lukasz Skorupski,POL,GK,Bologna,Serie A,31-327,1991,27,27,"2,430",27,0,3,0,0,0,0,0,0,0,0,0,,0,0,0
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26-312,1996,19,16,"1,229",13.7,3,2,5,1,0,0.25,2,0.12,3.3,2,1,1.7,41,1.8,3.4
Milan Škriniar,SVK,DF,Inter,Serie A,28-045,1995,21,20,"1,769",19.7,0.8,5,1,0.8,0,0,0.3,0,16,1.1,81,10,0.04,0.01,0.05
Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20-325,2002,2,23,0.3,0.1,0.1,0.1,3,2,0,0,,0,1,,,0,,,
Islam Slimani,ALG,FW,Brest,Ligue 1,34-283,1988,16,11,986,11,1,1,2,1,0,0,1,0.26,2.5,5,1.7,1.2,11,2.9,26
Chris Smalling,ENG,DF,Roma,Serie A,33-126,1989,26,25,"2,313",25.7,3,1,4,3,0,0,6,0,1.2,1.2,0.4,1.6,4,39,7
Adam Smith,ENG,DF,Bournemouth,Premier League,31-333,1991,26,26,"2,200",24.4,0.5,1,1,8,0,0,0.5,0,18,0.7,1.2,69,0.02,21,0.04
Emile Smith Rowe,ENG,"FW,MF",Arsenal,Premier League,22-243,2000,8,116,1.3,1,0.3,1,0.3,0.6,0,0,0.9,0,2,4,11,,,,
Hrvoje Smolcic,CRO,DF,Eint Frankfurt,Bundesliga,22-223,2000,9,4,471,5.2,0.2,0.2,0.2,18,0,0,1,0,,,,0,,,
Cédric Soares,POR,DF,Arsenal,Premier League,31-209,1991,2,29,0.3,3,1,,,,0,0,,0,0,0,0,0,,,0
Cédric Soares,POR,DF,Fulham,Premier League,31-209,1991,2,9,0.1,2,,,,,0,0,,0,0,0,0,0,0,,0
Danilo Soares,BRA,DF,Bochum,Bundesliga,31-150,1991,18,18,"1,367",15.2,12,5,1.1,1.1,0,0,66,0,0,15,0.07,0.07,0,0.07,0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27-342,1995,9,5,507,5.6,0.1,1,1,2,0,0,0.1,0,12,0.4,0.5,17,,30,
Rubén Sobrino,ESP,"MF,FW",Cádiz,La Liga,30-300,1992,22,17,"1,554",17.3,2,1,3,2,0,0,7,0,3.1,3.1,0.9,4,29,23,48
Alex Sola,ESP,DF,Real Sociedad,La Liga,23-292,1999,9,3,342,3.8,0.1,1,0.1,0.1,0,0,0.2,0,7,4,18,,,,
Dominic Solanke,ENG,"FW,MF",Bournemouth,Premier League,25-195,1997,22,21,"1,878",20.9,3,4,7,3,0,0,1,0,4.4,4.4,2.5,6.9,36,28,103
Augusto Solari,ARG,"MF,FW",Celta Vigo,La Liga,31-084,1992,11,2,217,2.4,0.3,1,1,0.3,0,0,0.2,0,4,0.5,11,11,,,
Ola Solbakken,NOR,"MF,FW",Roma,Serie A,24-202,1998,6,1,111,1.2,1,1,1,0.3,0,0,0.3,0,0.3,6,15,,2,,
Nikola Soldo,CRO,DF,Köln,Bundesliga,22-062,2001,7,6,593,6.6,0.6,1,0.6,0.7,0,0,15,0,3,,,0,,,
Carlos Soler,ESP,MF,Valencia,La Liga,26-085,1997,3,3,242,2.7,1,1,1,1,0,0,0.2,0,0.9,0.2,0.4,13,3,7,
Carlos Soler,ESP,MF,Paris S-G,Ligue 1,26-085,1997,18,10,843,9.4,3,2,5,3,0,0,1.4,0,1.4,1.3,2.7,41,17,46,0.21
François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,29-007,1994,3,3,270,3,,1,,,0,0,,0,0,0,0,0,0,,
Manor Solomon,ISR,FW,Fulham,Premier League,23-247,1999,9,2,281,3.1,4,4,4,1,0,0,0.1,0,1,1.1,15,25,7,,
Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,34-101,1988,10,10,900,10,0,1,1,0,0,0,0,0,0,0,0,,0,0,0
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,34-101,1988,10,10,900,10,0,0,0,0,0,0,0,0,0,0,0,,0,0,0
Brandon Soppy,FRA,DF,Udinese,Serie A,21-035,2002,1,1,90,1,0.1,1,0.1,0.2,0,0,0.3,0,4,4,4,,,,
Brandon Soppy,FRA,DF,Atalanta,Serie A,21-035,2002,11,7,568,6.3,0.3,3,3,2,0,0,0.3,0,22,1.3,1.6,30,,32,
David Soria,ESP,GK,Getafe,La Liga,29-358,1993,26,26,"2,340",26,0,1,0.1,0.1,0,0,0,0,0,0,0,,0,0,0
Roberto Soriano,ITA,"FW,MF",Bologna,Serie A,32-048,1991,25,14,"1,249",13.9,1,3,4,1,0,0,1,0,0.6,0.6,2.5,3.1,27,55,62
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,25-066,1998,18,15,"1,347",15,2,6,8,2,0,0,5,0,0.7,0.7,4.4,5.2,39,76,100
Joaquin Sosa,URU,DF,Bologna,Serie A,21-077,2002,9,6,598,6.6,5,2,9,1,0,0,,0,0,0,0,0,,,
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,19-099,2003,1,17,0.2,2,,,,,0,0,,0,,,,0,0,,0
Florian Sotoca,FRA,"FW,MF",Lens,Ligue 1,32-154,1990,28,26,"2,297",25.5,6,7,13,5,0,0.56,1,0.28,9.5,3,4,7.2,33,7,14.2
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23-298,1999,9,5,454,5,0.7,2,2,1,0,0,0.7,0,39,1,1.6,19,,76,
Tomáš Soucek,CZE,MF,West Ham,Premier League,28-029,1995,26,22,"1,999",22.2,1,1,2,1,0,0,2,0,2.9,2.9,0.9,3.8,10,70,35
Matìas Soulé,ARG,"MF,DF",Juventus,Serie A,19-347,2003,11,3,321,3.6,1,1,1,1.3,0,0,0.4,0,1.3,1.7,9,33,10,,
Moussa Soumano,FRA,"FW,MF",Ajaccio,Ligue 1,17-262,2005,6,2,207,2.3,1,1,1,0.4,0,0,0.1,0,0.4,0.5,8,,2,,
Adama Soumaoro,FRA,DF,Bologna,Serie A,30-283,1992,17,16,"1,412",15.7,0.3,5,1,0.3,0,0,0.3,0,6,35,1,0.02,0.02,0.02,0.02
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,24-029,1999,18,12,924,10.3,10,5,0.2,0.2,0,0,41,0,0,12,0.02,0.02,0,0.02,0
Arnaud Souquet,FRA,"DF,FW",Montpellier,Ligue 1,31-044,1992,12,3,361,4,0.1,1,0.1,0.5,0,0,0.6,0,5,10,14,,,,
Dyego Sousa,POR,FW,Almería,La Liga,33-195,1989,15,2,373,4.1,0.5,1,1,1,0,0,0.5,0,7,0.8,1.4,10,,29,
Harry Souttar,AUS,DF,Leicester City,Premier League,24-157,1998,7,7,630,7,1.1,1,1,1,0,0,1.1,0,5,0.2,1.3,25,,4,
Vinicius Souza,BRA,MF,Espanyol,La Liga,23-284,1999,24,24,"2,029",22.5,0.4,7,1,0.4,0,0,0.4,0,9,0.8,73,10,0.02,0.02,0.04
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,26-050,1997,24,22,"1,955",21.7,3,3,3,6,0,0,1.3,0,1.3,0.8,2.1,137,26,21,0.14
Çaglar Söyüncü,TUR,DF,Leicester City,Premier League,26-309,1996,2,1,79,0.9,1,1,3,,0,0,,0,0,0,0,0,,,
Kevin Spadanuda,SUI,"MF,FW",Ajaccio,Ligue 1,26-071,1997,14,6,522,5.8,0.2,2,0.2,0.2,0,0,0.4,0,9,10,34,,,,
Djed Spence,ENG,"FW,DF",Tottenham,Premier League,22-231,2000,4,7,0.1,0.1,0.1,0.1,2,,0,0,,0,2,,,0,,,
